borvidek,borregio,variety,variety_en,period,scenario,huglin_mean,winkler_mean,frost_days_mean,heat_days_mean,huglin_score,winkler_ok,frost_score,heat_score,suitability,limiting_factor,colour,confidence,in_principal_varieties,delta_vs_1991_2020
Badacsonyi,Balaton,Furmint,Furmint,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,white,medium,True,-0.6775937
Badacsonyi,Balaton,Hárslevelű,Harslevelu,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,white,medium,False,-0.6776354
Badacsonyi,Balaton,Sárgamuskotály,Yellow Muscat / Muscat Lunel,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,white,low,False,-0.54910684
Badacsonyi,Balaton,Kabar,Kabar,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,white,low,False,-0.6776354
Badacsonyi,Balaton,Zéta,Zeta,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,white,low,False,-0.6776354
Badacsonyi,Balaton,Kövérszőlő,Koverszolo,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,white,low,False,-0.6776354
Badacsonyi,Balaton,Olaszrizling,Welschriesling / Olaszrizling,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.9595238,1.0,0.3277452,winkler,white,high,True,-0.5550986
Badacsonyi,Balaton,Rajnai rizling,Riesling,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,high,True,-0.117914796
Badacsonyi,Balaton,Rizlingszilváni,Müller-Thurgau,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,high,True,-0.117914796
Badacsonyi,Balaton,Müller-Thurgau,Müller-Thurgau,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,high,False,-0.117914796
Badacsonyi,Balaton,Szürkebarát,Pinot gris,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.8501548,True,0.9595238,1.0,0.8157438,huglin,white,high,True,-0.13147008
Badacsonyi,Balaton,Tramini,Gewürztraminer,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,high,False,-0.117914796
Badacsonyi,Balaton,Sauvignon blanc,Sauvignon Blanc,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.8501548,True,0.9595238,1.0,0.8157438,huglin,white,high,False,-0.13147008
Badacsonyi,Balaton,Chardonnay,Chardonnay,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.8501185,True,0.9595238,1.0,0.815709,huglin,white,high,False,-0.11429429
Badacsonyi,Balaton,Pinot blanc,Pinot Blanc,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,high,False,-0.117914796
Badacsonyi,Balaton,Zöld veltelíni,Grüner Veltliner,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,high,False,-0.117914796
Badacsonyi,Balaton,Kéknyelű,Keknyelu,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.04057007,False,0.6757576,1.0,0.020561649,winkler,white,low,True,-0.6818344
Badacsonyi,Balaton,Juhfark,Juhfark,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,white,low,False,-0.6776354
Badacsonyi,Balaton,Cserszegi fűszeres,Cserszegi fuszeres,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.8501548,True,0.9595238,1.0,0.8157438,huglin,white,medium,False,-0.13147008
Badacsonyi,Balaton,Irsai Olivér,Irsai Oliver,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,medium,False,-0.117914796
Badacsonyi,Balaton,Leányka,Leanyka,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.9595238,1.0,0.3277452,winkler,white,medium,False,-0.5656772
Badacsonyi,Balaton,Királyleányka,Kiralyleanyka,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.9595238,1.0,0.3277452,winkler,white,medium,False,-0.5656772
Badacsonyi,Balaton,Ezerjó,Ezerjo,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.6757576,1.0,0.23081897,winkler,white,low,False,-0.4974556
Badacsonyi,Balaton,Cirfandli,Zierfandler,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.6757576,1.0,0.23081897,winkler,white,low,False,-0.48883247
Badacsonyi,Balaton,Generosa,Generosa,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.8501548,True,0.9595238,1.0,0.8157438,huglin,white,low,False,-0.13147008
Badacsonyi,Balaton,Bianca,Bianca,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.8501185,True,0.9595238,1.0,0.815709,huglin,white,medium,False,-0.11429429
Badacsonyi,Balaton,Arany sárfehér,Arany sarfeher,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.6757576,1.0,0.23081897,winkler,white,low,False,-0.48883247
Badacsonyi,Balaton,Budai zöld,Budai zold,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.9595238,1.0,0.3277452,winkler,white,low,True,-0.5656772
Badacsonyi,Balaton,Muscat ottonel,Muscat Ottonel,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,white,medium,False,-0.117914796
Badacsonyi,Balaton,Kékfrankos,Blaufränkisch,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,1.0,1.0,0.34157068,winkler,red,high,False,-0.5412731
Badacsonyi,Balaton,Kadarka,Kadarka,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,red,medium,False,-0.6776354
Badacsonyi,Balaton,Cabernet franc,Cabernet Franc,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.9595238,1.0,0.02189697,winkler,red,high,False,-0.8283212
Badacsonyi,Balaton,Cabernet sauvignon,Cabernet Sauvignon,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,high,False,-0.28191537
Badacsonyi,Balaton,Merlot,Merlot,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.6757576,1.0,0.015421236,winkler,red,high,False,-0.6776354
Badacsonyi,Balaton,Pinot noir,Pinot Noir,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.85021067,True,1.0,1.0,0.85021067,huglin,red,high,False,-0.117914796
Badacsonyi,Balaton,Syrah,Syrah,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,high,False,-0.28191537
Badacsonyi,Balaton,Zweigelt,Zweigelt,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,1.0,1.0,0.34157068,winkler,red,high,False,-0.5412731
Badacsonyi,Balaton,Portugieser,Portugieser / Kékoportó,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.45542756,False,0.9595238,1.0,0.3277452,winkler,red,medium,False,-0.5550986
Badacsonyi,Balaton,Tempranillo,Tempranillo,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,medium,False,0.0
Badacsonyi,Balaton,Touriga Nacional,Touriga Nacional,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,medium,False,0.0
Badacsonyi,Balaton,Garnacha,Grenache,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,medium,False,0.0
Badacsonyi,Balaton,Mourvèdre,Mourvèdre / Monastrell,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,medium,False,0.0
Badacsonyi,Balaton,Carignan,Carignan / Mazuelo,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,low,False,0.0
Badacsonyi,Balaton,Aglianico,Aglianico,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,medium,False,0.0
Badacsonyi,Balaton,Nero d'Avola,Nero d'Avola,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,red,medium,False,0.0
Badacsonyi,Balaton,Sangiovese,Sangiovese,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.9595238,1.0,0.0,huglin,red,high,False,-0.34584415
Badacsonyi,Balaton,Vermentino,Vermentino,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.9595238,1.0,0.0,huglin,white,medium,False,-0.34584415
Badacsonyi,Balaton,Assyrtiko,Assyrtiko,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.6757576,1.0,0.0,huglin,white,medium,False,0.0
Badacsonyi,Balaton,Fiano,Fiano,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.9595238,1.0,0.0,huglin,white,medium,False,-0.027094139
Badacsonyi,Balaton,Verdejo,Verdejo,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.0,False,0.9595238,1.0,0.0,huglin,white,medium,False,-0.34584415
Badacsonyi,Balaton,Albariño,Albariño,1971-2000,observed,1707.1594,1239.0957,14.566667,0.06666667,0.03042755,False,0.9595238,1.0,0.02189697,winkler,white,medium,False,-0.82827014
