borvidek,borregio,variety,variety_en,period,scenario,huglin_mean,winkler_mean,frost_days_mean,heat_days_mean,huglin_score,winkler_ok,frost_score,heat_score,suitability,limiting_factor,colour,confidence,in_principal_varieties,delta_vs_1991_2020
Badacsonyi,Balaton,Furmint,Furmint,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.8615149,True,1.0,1.0,0.8615149,huglin,white,medium,True,0.1685
Badacsonyi,Balaton,Hárslevelű,Harslevelu,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.8649187,True,1.0,1.0,0.8649187,huglin,white,medium,False,0.17186213
Badacsonyi,Balaton,Sárgamuskotály,Yellow Muscat / Muscat Lunel,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.8516124,True,1.0,1.0,0.8516124,huglin,white,low,False,0.30250555
Badacsonyi,Balaton,Kabar,Kabar,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.8649187,True,1.0,1.0,0.8649187,huglin,white,low,False,0.17186213
Badacsonyi,Balaton,Zéta,Zeta,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.8649187,True,1.0,1.0,0.8649187,huglin,white,low,False,0.17186213
Badacsonyi,Balaton,Kövérszőlő,Koverszolo,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.8649187,True,1.0,1.0,0.8649187,huglin,white,low,False,0.17186213
Badacsonyi,Balaton,Olaszrizling,Welschriesling / Olaszrizling,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.92263746,True,1.0,1.0,0.92263746,huglin,white,high,True,0.03979367
Badacsonyi,Balaton,Rajnai rizling,Riesling,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.99668217,True,1.0,1.0,0.99668217,huglin,white,high,True,0.028556705
Badacsonyi,Balaton,Rizlingszilváni,Müller-Thurgau,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.99668217,True,1.0,1.0,0.99668217,huglin,white,high,True,0.028556705
Badacsonyi,Balaton,Müller-Thurgau,Müller-Thurgau,2041-2060,rcp85,1971.49,1532.3385,5.75,3.6,0.99668217,True,1.0,1.0,0.99668217,huglin,white,high,False,0.028556705
