borvidek,variety,n_members,mean,p10,p50,p90,std
Badacsonyi,Aglianico,14,0.7738666,0.2294084414839745,0.9020096957683563,1.0,0.33527538
Badacsonyi,Albariño,14,0.8651265,0.5357646346092224,1.0,1.0,0.285045
Badacsonyi,Arany sárfehér,14,0.6845841,0.31752786338329314,0.75,1.0,0.2691115
Badacsonyi,Assyrtiko,14,0.9991617,1.0,1.0,1.0,0.0031365396
Badacsonyi,Bianca,14,0.6845841,0.31752786338329314,0.75,1.0,0.2691115
Badacsonyi,Bronner,14,0.2833644,0.002711803920101375,0.2744975835084915,0.6639718294143678,0.24350187
Badacsonyi,Budai zöld,14,0.5988564,0.13199515715241433,0.6743540465831757,1.0,0.3223001
Badacsonyi,Cabernet Cortis,14,0.6692909,0.2549284338951111,0.75,1.0,0.29406592
Badacsonyi,Cabernet franc,14,0.70653206,0.3827064335346222,0.75,1.0,0.25156134
Badacsonyi,Cabernet sauvignon,14,0.89823765,0.6695596218109131,1.0,1.0,0.22763318
Badacsonyi,Carignan,14,0.7632612,0.17205633372068407,0.9020096957683563,1.0,0.34944397
Badacsonyi,Chardonnay,14,0.6692909,0.2549284338951111,0.75,1.0,0.29406592
Badacsonyi,Cirfandli,14,0.6460427,0.16631658673286437,0.75,1.0,0.32008728
Badacsonyi,Cserszegi fűszeres,14,0.6175488,0.20251771956682205,0.6743540465831757,1.0,0.30126718
Badacsonyi,Ezerjó,14,0.6175488,0.20251771956682205,0.6743540465831757,1.0,0.30126718
Badacsonyi,Fiano,14,0.94540817,0.9125,1.0,1.0,0.17155118
Badacsonyi,Furmint,14,0.9166065,0.725801557302475,1.0,1.0,0.18537492
Badacsonyi,Garnacha,14,0.7632612,0.17205633372068407,0.9020096957683563,1.0,0.34944397
Badacsonyi,Generosa,14,0.6175488,0.20251771956682205,0.6743540465831757,1.0,0.30126718
Badacsonyi,Hárslevelű,14,0.8842718,0.5878490686416626,1.0,1.0,0.24734819
Badacsonyi,Irsai Olivér,14,0.3397158,0.0069045127835124735,0.3578309118747711,0.7350963056087494,0.25789452
Badacsonyi,Johanniter,14,0.3397158,0.0069045127835124735,0.3578309118747711,0.7350963056087494,0.25789452
Badacsonyi,Juhfark,14,0.68779355,0.307339146733284,0.75,1.0,0.28197172
Badacsonyi,Kabar,14,0.8842718,0.5878490686416626,1.0,1.0,0.24734819
Badacsonyi,Kadarka,14,0.8812414,0.5740596294403076,1.0,1.0,0.25254157
Badacsonyi,Királyleányka,14,0.5988564,0.13199515715241433,0.6743540465831757,1.0,0.3223001
Badacsonyi,Kékfrankos,14,0.6692909,0.2549284338951111,0.75,1.0,0.29406592
