variety,mean,p10,p50,p90,std
Assyrtiko,0.9322585,0.8527659237384796,0.9624036252498627,0.9982828915119171,0.09198635
Sagrantino,0.9187703,0.7986637771129608,0.9707529842853546,0.9990362703800202,0.14664909
Tempranillo,0.91635936,0.8504787027835846,0.9538449048995972,0.998409116268158,0.11868252
Touriga Nacional,0.9155718,0.848153430223465,0.9377917051315308,0.9972846269607544,0.09733569
Tannat,0.8927869,0.6780042707920074,0.9665676951408386,0.99871906042099,0.18621103
Malbec,0.87119305,0.6461852252483368,0.9409298598766327,0.9975952863693237,0.19527906
Alibernet,0.87119216,0.5742071270942688,0.9665676951408386,0.99871906042099,0.22130768
Carignan,0.86174965,0.6628384292125702,0.9059571623802185,0.9944007158279419,0.16606756
Garnacha,0.86174965,0.6628384292125702,0.9059571623802185,0.9944007158279419,0.16606756
Aglianico,0.85968196,0.6531580269336701,0.8978327512741089,0.9944007158279419,0.15499589
Bíborkadarka,0.82108694,0.42592913508415225,0.9409298598766327,0.9975952863693237,0.26234436
Mészikadar,0.785872,0.3706496149301529,0.8880362510681152,0.9917633652687072,0.26264054
Kunleány,0.76363826,0.42142810821533205,0.8839997053146362,0.9871316909790039,0.24330445
Turán,0.75948966,0.31944684088230135,0.928009569644928,0.9973591804504395,0.29036117
Aletta,0.7268302,0.2779872089624405,0.8806014358997345,0.980586975812912,0.2868336
Menoire,0.71903515,0.15981656759977342,0.883927047252655,0.9917633652687072,0.3140823
Fiano,0.71531165,0.07939354479312898,0.9159885048866272,0.9975952863693237,0.3389793
Blauburger,0.6969501,0.1791570708155632,0.8811816275119781,0.9871316909790039,0.31701615
Kövidinka,0.689614,0.23652757108211517,0.8527016937732697,0.9519916236400604,0.28866976
Verdejo,0.6869614,0.06537866592407227,0.8668055236339569,0.9917633652687072,0.33456445
Furmint,0.66484636,0.16470182240009307,0.8518185913562775,0.9519916236400604,0.30894512
Syrah,0.6624461,0.14367616027593613,0.8523723483085632,0.9688529253005982,0.32004887
