variety,mean,p10,p50,p90,std
Vulcanus,0.5839811,0.19096805155277252,0.6521979868412018,0.7711246609687805,0.22551546
Auxerrois,0.5839811,0.19096805155277252,0.6521979868412018,0.7711246609687805,0.22551546
Cabernet franc,0.5167399,0.06603016704320908,0.4469050467014313,0.8634737133979797,0.30715674
Albariño,0.514447,0.06603016704320908,0.4469050467014313,0.8603911399841309,0.30471414
Ezerjó,0.4961697,0.16691331565380096,0.5338200628757477,0.7040266394615173,0.21892442
Cirfandli,0.49116725,0.16691331565380096,0.5284407138824463,0.6945750713348389,0.21485296
Arany sárfehér,0.49116725,0.16691331565380096,0.5284407138824463,0.6945750713348389,0.21485296
Aletta,0.4809103,0.05634620785713196,0.41737836599349976,0.8244335055351257,0.28848106
Zengő,0.44073963,0.04504825919866562,0.3906991183757782,0.7515106201171875,0.27229038
Kéknyelű,0.42982945,0.0422615185379982,0.46462544798851013,0.6768400073051453,0.2490687
Kövérszőlő,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Merlot,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Zenit,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Zéta,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Kadarka,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Kabar,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Juhfark,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Hárslevelű,0.38786483,0.0316961407661438,0.3484690934419632,0.6653279662132263,0.2534973
Sémillon,0.38628548,0.0316961407661438,0.3484690934419632,0.6651449203491211,0.25226527
Kövidinka,0.38628548,0.0316961407661438,0.3484690934419632,0.6651449203491211,0.25226527
Furmint,0.38628548,0.0316961407661438,0.3484690934419632,0.6651449203491211,0.25226527
Gamay,0.38628548,0.0316961407661438,0.3484690934419632,0.6651449203491211,0.25226527
Blauburger,0.35811284,0.0,0.24476373940706253,0.696379542350769,0.2739073
Sárgamuskotály,0.3155001,0.0,0.2180713638663292,0.6344639658927917,0.24803199
Kunleány,0.3139562,0.0,0.2180713638663292,0.6341208219528198,0.2464567
Turán,0.26771364,0.0,0.11864123120903969,0.6062583923339844,0.26268834
Verdejo,0.23366235,0.0,0.09679311141371727,0.5631112456321716,0.23774993
Sangiovese,0.23366235,0.0,0.09679311141371727,0.5631112456321716,0.23774993
Vermentino,0.23366235,0.0,0.09679311141371727,0.5631112456321716,0.23774993
Cabernet sauvignon,0.17342857,0.0,0.0678759217262268,0.3987688720226288,0.17387357
Syrah,0.17342857,0.0,0.0678759217262268,0.3987688720226288,0.17387357
Menoire,0.17324406,0.0,0.0678759217262268,0.3987688720226288,0.17360723
Mészikadar,0.17324406,0.0,0.0678759217262268,0.3987688720226288,0.17360723
Fiano,0.10630682,0.0,0.0,0.39273545145988464,0.17377271
Bíborkadarka,0.07462652,0.0,0.0,0.26426348090171814,0.1194779
Alibernet,0.07462652,0.0,0.0,0.26426348090171814,0.1194779
Tannat,0.059610486,0.0,0.0,0.1984073519706726,0.09442316
Malbec,0.059610486,0.0,0.0,0.1984073519706726,0.09442316
Assyrtiko,0.018531326,0.0,0.0,0.06764541566371918,0.046419002
Sagrantino,0.014536084,0.0,0.0,0.049879200756549835,0.036925524
Tempranillo,0.0123542175,0.0,0.0,0.04509694129228592,0.030946001
Touriga Nacional,0.0,0.0,0.0,0.0,0.0
Nero d'Avola,0.0,0.0,0.0,0.0,0.0
Mourvèdre,0.0,0.0,0.0,0.0,0.0
Garnacha,0.0,0.0,0.0,0.0,0.0
Carignan,0.0,0.0,0.0,0.0,0.0
Aglianico,0.0,0.0,0.0,0.0,0.0
