borvidek,variety,n_members,mean,p10,p50,p90,std
Bükki,Syrah,14,0.5123376,0.38011364042758944,0.5181818008422852,0.6507954299449921,0.12626337
Bükki,Szürkebarát,14,0.9331633,0.8267857372760773,0.9714285731315613,1.0,0.09324126
Bükki,Sárgamuskotály,14,0.6831169,0.5068181753158569,0.6909090876579285,0.8677272379398346,0.16835114
Bükki,Tempranillo,14,0.106350906,0.05464405193924904,0.10257070139050484,0.14023498445749283,0.06443632
Bükki,Touriga Nacional,14,0.0032237193,0.0,0.0,0.0028289616107940716,0.01095194
Bükki,Tramini,14,0.99841267,1.0,1.0,1.0,0.0059391386
Bükki,Verdejo,14,0.69987243,0.6200892627239227,0.7285714149475098,0.75,0.06993095
Bükki,Vermentino,14,0.69987243,0.6200892627239227,0.7285714149475098,0.75,0.06993095
Bükki,Zweigelt,14,0.99841267,1.0,1.0,1.0,0.0059391386
Bükki,Zéta,14,0.6831169,0.5068181753158569,0.6909090876579285,0.8677272379398346,0.16835114
Bükki,Zöld veltelíni,14,0.99841267,1.0,1.0,1.0,0.0059391386
Csongrádi,Aglianico,14,0.70658904,0.6259568572044373,0.7153002917766571,0.8003398537635803,0.123272635
Csongrádi,Albariño,14,0.9716836,0.8979166448116302,1.0,1.0,0.04560395
Csongrádi,Arany sárfehér,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Assyrtiko,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Bianca,14,0.99489796,1.0,1.0,1.0,0.019090096
Csongrádi,Bronner,14,0.28465405,0.1446808695793152,0.2964058667421341,0.404416087269783,0.10027945
Csongrádi,Budai zöld,14,0.8289581,0.6122759997844696,0.8566900193691254,0.9840764999389648,0.14498603
Csongrádi,Cabernet Cortis,14,0.9716836,0.8979166448116302,1.0,1.0,0.04560395
Csongrádi,Cabernet franc,14,0.99489796,1.0,1.0,1.0,0.019090096
Csongrádi,Cabernet sauvignon,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Carignan,14,0.52994174,0.46946764290332793,0.5364752411842346,0.6002549052238465,0.09245447
Csongrádi,Chardonnay,14,0.9716836,0.8979166448116302,1.0,1.0,0.04560395
Csongrádi,Cirfandli,14,0.8031883,0.6034636735916138,0.8149999976158142,0.9760000228881837,0.15253687
Csongrádi,Cserszegi fűszeres,14,0.9309799,0.8086197793483734,0.9511174559593201,0.992909288406372,0.07205557
Csongrádi,Ezerjó,14,0.86730945,0.6828242480754853,0.9146963357925415,0.992177277803421,0.12637411
Csongrádi,Fiano,14,0.99489796,1.0,1.0,1.0,0.019090096
Csongrádi,Furmint,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Garnacha,14,0.52994174,0.46946764290332793,0.5364752411842346,0.6002549052238465,0.09245447
Csongrádi,Generosa,14,0.9309799,0.8086197793483734,0.9511174559593201,0.992909288406372,0.07205557
Csongrádi,Hárslevelű,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Irsai Olivér,14,0.35993305,0.18732859939336777,0.37179647386074066,0.5089473128318787,0.12272296
Csongrádi,Johanniter,14,0.35993305,0.18732859939336777,0.37179647386074066,0.5089473128318787,0.12272296
Csongrádi,Juhfark,14,0.90496886,0.761823856830597,0.959090918302536,1.0,0.11621471
Csongrádi,Kabar,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Kadarka,14,0.9262987,0.8136363625526428,0.9818181991577148,1.0,0.10837731
Csongrádi,Királyleányka,14,0.8289581,0.6122759997844696,0.8566900193691254,0.9840764999389648,0.14498603
