borvidek,index,n_members,mean,p10,p50,p90,std
Badacsonyi,cool_night_index,14,11.7679205,11.526270580291747,11.765501499176025,12.023515033721925,0.21643102
Badacsonyi,extreme_heat_days_t38,14,0.17857143,0.0,0.1250000037252903,0.4199999898672105,0.18985246
Badacsonyi,growing_season_precip,14,458.00763,422.47475280761716,455.9227752685547,501.8096038818359,38.26005
Badacsonyi,hargreaves_pet,14,782.3061,777.6984741210938,780.36376953125,789.18330078125,4.86889
Badacsonyi,heat_days_t35,14,2.3214285,1.7949999928474427,2.125,3.3849999666213995,0.79268634
Badacsonyi,huglin_index,14,2036.3165,2011.2301147460937,2026.7315673828125,2075.5899658203125,27.286629
Badacsonyi,last_spring_frost_doy,14,88.16429,82.60000305175781,87.3499984741211,95.08499908447266,6.649968
Badacsonyi,p_minus_pet,14,-324.29843,-357.6098907470703,-325.6084899902344,-283.2047912597656,40.143745
Badacsonyi,spring_frost_days,14,10.782143,9.265000057220458,10.449999809265137,12.425,1.7979269
Badacsonyi,winkler_gdd,14,1549.0608,1525.7057739257812,1538.575927734375,1580.4428833007812,26.745914
Balatonboglári,cool_night_index,14,12.050583,11.759271717071533,12.073265075683594,12.300807285308839,0.22160059
Balatonboglári,extreme_heat_days_t38,14,0.5928572,0.08000000230967999,0.4749999940395355,1.1850000262260438,0.4449966
Balatonboglári,growing_season_precip,14,442.0057,415.4755004882812,437.48431396484375,488.62465515136716,32.52108
Balatonboglári,hargreaves_pet,14,836.3991,831.3005920410156,834.0550231933594,844.2775268554688,5.410114
Balatonboglári,heat_days_t35,14,5.1285715,3.6799999713897704,5.075000047683716,6.795000076293946,1.1880356
Balatonboglári,huglin_index,14,2244.474,2215.3406494140627,2237.6949462890625,2285.972607421875,28.115936
Balatonboglári,last_spring_frost_doy,14,83.21429,79.96000061035156,84.44999694824219,88.1249984741211,7.4182835
Balatonboglári,p_minus_pet,14,-394.39337,-418.21600341796875,-394.94737243652344,-349.62135314941406,34.110153
Balatonboglári,spring_frost_days,14,8.532143,6.725,8.674999713897705,10.459999752044679,1.8908288
Balatonboglári,winkler_gdd,14,1721.1156,1695.0114990234374,1714.1461181640625,1753.6484985351562,27.204035
Balatonfelvidéki,cool_night_index,14,12.112033,11.857544136047363,12.099415302276611,12.381845664978027,0.22024484
Balatonfelvidéki,extreme_heat_days_t38,14,0.26785713,0.0,0.22500000149011612,0.6249999880790713,0.24620749
Balatonfelvidéki,growing_season_precip,14,458.65118,427.90052490234376,453.922607421875,500.00596008300784,38.21888
Balatonfelvidéki,hargreaves_pet,14,788.939,783.9413024902344,787.3233337402344,796.3595153808594,5.3787913
Balatonfelvidéki,heat_days_t35,14,3.0571427,2.3200000047683718,2.850000023841858,4.325000119209291,0.8579621
Balatonfelvidéki,huglin_index,14,2104.1917,2078.01572265625,2100.4517822265625,2143.8953857421875,27.002579
Balatonfelvidéki,last_spring_frost_doy,14,84.61786,79.6150016784668,84.95000076293945,90.30500259399415,7.8316574
Balatonfelvidéki,p_minus_pet,14,-330.28787,-358.8819885253906,-331.461181640625,-290.98171386718747,40.137966
Balatonfelvidéki,spring_frost_days,14,8.7464285,7.165000009536743,8.950000286102295,10.515000247955323,1.7986603
Balatonfelvidéki,winkler_gdd,14,1618.45,1593.3680053710937,1610.2940063476562,1649.5294677734375,26.19246
Balatonfüred-Csopaki,cool_night_index,14,12.490703,12.209462451934815,12.51429557800293,12.741352748870849,0.22192338
Balatonfüred-Csopaki,extreme_heat_days_t38,14,0.5714286,0.09500000141561032,0.5,1.085000002384186,0.40178174
Balatonfüred-Csopaki,growing_season_precip,14,395.11285,359.49745178222656,393.89378356933594,437.20445861816404,31.770752
Balatonfüred-Csopaki,hargreaves_pet,14,813.065,808.1571655273438,811.2314758300781,820.2606262207031,5.1632586
Balatonfüred-Csopaki,heat_days_t35,14,4.9714284,3.5100000381469725,4.674999952316284,6.750000190734864,1.2434002
Balatonfüred-Csopaki,huglin_index,14,2254.3535,2230.5786865234377,2244.5469970703125,2298.530810546875,28.324348
Balatonfüred-Csopaki,last_spring_frost_doy,14,77.792854,73.27999954223633,78.44999694824219,81.39500045776367,6.779377
Balatonfüred-Csopaki,p_minus_pet,14,-417.95215,-450.4458740234375,-420.0593719482422,-378.6016052246094,33.42709
Balatonfüred-Csopaki,spring_frost_days,14,6.460714,4.619999933242798,6.375,8.179999923706056,1.4235896
Balatonfüred-Csopaki,winkler_gdd,14,1758.738,1735.4128784179688,1747.348876953125,1795.6842651367188,27.504656
Bükki,cool_night_index,14,11.490728,11.317775249481201,11.474253177642822,11.68506555557251,0.1949049
Bükki,extreme_heat_days_t38,14,0.11071428,0.0,0.05000000074505806,0.2550000101327898,0.12736769
Bükki,growing_season_precip,14,446.6337,383.2869079589844,446.7756652832031,502.6244384765625,46.67256
Bükki,hargreaves_pet,14,784.4218,778.49189453125,783.5904846191406,791.4965515136719,5.7811985
Bükki,heat_days_t35,14,2.1142857,1.3149999737739564,2.100000023841858,2.885000038146973,0.7616855
Bükki,huglin_index,14,2060.5103,2027.55634765625,2062.50244140625,2096.1811767578124,28.509977
Bükki,last_spring_frost_doy,14,91.950005,84.5650016784668,93.02499771118164,97.64500122070312,6.2001553
Bükki,p_minus_pet,14,-337.78812,-404.89862060546875,-336.1391296386719,-284.6533538818359,49.175877
Bükki,spring_frost_days,14,14.428572,12.45500020980835,14.400000095367432,16.425,1.9758848
Bükki,winkler_gdd,14,1541.8486,1512.69140625,1539.7609252929688,1577.1555419921876,26.170177
Csongrádi,cool_night_index,14,12.133201,11.833320426940919,12.179831504821777,12.301839447021484,0.22953808
Csongrádi,extreme_heat_days_t38,14,2.0392857,1.0949999809265136,1.975000023841858,3.32000002861023,0.85803413
Csongrádi,growing_season_precip,14,369.89255,342.0404327392578,354.48651123046875,416.1846893310547,29.829065
Csongrádi,hargreaves_pet,14,898.3011,892.1399230957031,896.9277038574219,904.3963623046875,6.0535655
Csongrádi,heat_days_t35,14,11.182143,9.309999942779541,11.075000286102295,13.225000190734864,1.4461629
Csongrádi,huglin_index,14,2428.414,2400.202490234375,2420.850341796875,2469.36787109375,30.284546
Csongrádi,last_spring_frost_doy,14,88.45357,83.32499694824219,87.8499984741211,93.45,4.7247906
Csongrádi,p_minus_pet,14,-528.40857,-562.0356384277344,-537.5723876953125,-486.3810791015625,31.196877
Csongrádi,spring_frost_days,14,11.403571,9.890000247955323,11.125,13.050000190734863,1.5427828
Csongrádi,winkler_gdd,14,1855.2424,1827.4368774414063,1850.5580444335938,1890.0764770507812,28.163723
Egri,cool_night_index,14,11.519239,11.273355484008789,11.514978885650635,11.700195217132569,0.18649334
Egri,extreme_heat_days_t38,14,0.3642857,0.08000000230967999,0.2750000059604645,0.7349999964237214,0.26705557
Egri,growing_season_precip,14,413.617,365.1446563720703,409.002685546875,461.3756958007813,41.426643
Egri,hargreaves_pet,14,827.44025,821.3863159179688,826.5776672363281,834.1703186035156,5.301793
Egri,heat_days_t35,14,3.9321427,3.144999933242798,4.0000001192092896,5.175000095367432,0.9185288
Egri,huglin_index,14,2171.8987,2142.9712158203124,2173.1063232421875,2207.7375244140626,27.205399
Egri,last_spring_frost_doy,14,95.65357,90.91000213623047,96.94999694824219,97.9599983215332,5.161375
Egri,p_minus_pet,14,-413.82318,-469.660302734375,-412.4299621582031,-368.4117950439453,43.410522
Egri,spring_frost_days,14,14.432143,12.345000076293946,13.950000286102295,16.159999942779542,1.7057151
Egri,winkler_gdd,14,1612.8873,1590.2022338867187,1607.3905029296875,1647.089208984375,25.231672
Etyek-Budai,cool_night_index,14,11.915454,11.634932518005371,11.93120527267456,12.165799045562744,0.21559906
Etyek-Budai,extreme_heat_days_t38,14,0.8214286,0.19500000774860382,0.6749999821186066,1.4699999928474428,0.5217258
Etyek-Budai,growing_season_precip,14,373.9149,337.2850067138672,369.2023010253906,412.67994384765626,27.660036
Etyek-Budai,hargreaves_pet,14,836.7154,832.0542419433593,834.3615417480469,843.8305908203125,5.1302323
Etyek-Budai,heat_days_t35,14,6.0035715,4.7949999332427975,5.775000095367432,7.650000238418581,1.1581591
Etyek-Budai,huglin_index,14,2248.5837,2218.18818359375,2246.872802734375,2286.3438232421877,27.691452
Etyek-Budai,last_spring_frost_doy,14,87.307144,83.39000091552734,88.10000228881836,91.9349983215332,7.400231
Etyek-Budai,p_minus_pet,14,-462.80054,-501.9525604248047,-467.7637939453125,-427.629248046875,29.1112
Etyek-Budai,spring_frost_days,14,10.671428,8.799999809265136,10.800000190734863,12.424999618530274,1.9577965
Etyek-Budai,winkler_gdd,14,1703.0421,1682.2693481445312,1697.8671875,1736.9657470703125,25.697256
Hajós-Bajai,cool_night_index,14,11.669367,11.396680736541748,11.687548160552979,11.904434871673583,0.22316478
Hajós-Bajai,extreme_heat_days_t38,14,1.8928572,1.1300000309944154,1.7249999642372131,2.9700000286102295,0.82201844
Hajós-Bajai,growing_season_precip,14,403.43726,370.68922424316406,395.0457763671875,449.3356475830078,30.658813
Hajós-Bajai,hargreaves_pet,14,905.00165,898.7003356933594,903.1744384765625,910.9790893554688,5.674431
Hajós-Bajai,heat_days_t35,14,10.567857,8.879999923706055,10.349999904632568,12.594999980926515,1.4918505
Hajós-Bajai,huglin_index,14,2384.3665,2358.6085205078125,2379.1783447265625,2422.268994140625,28.206316
Hajós-Bajai,last_spring_frost_doy,14,92.76786,86.33500213623047,92.17499923706055,96.28499832153321,5.161454
Hajós-Bajai,p_minus_pet,14,-501.56442,-532.0075927734375,-507.4362030029297,-453.25535888671874,30.709457
Hajós-Bajai,spring_frost_days,14,13.0,11.420000076293945,12.724999904632568,14.574999618530274,1.5756563
Hajós-Bajai,winkler_gdd,14,1794.6423,1768.4051025390625,1788.1949462890625,1826.2923828125,27.130665
Kunsági,cool_night_index,14,11.765605,11.489037990570068,11.798185348510742,11.954247379302979,0.2144143
Kunsági,extreme_heat_days_t38,14,1.5535715,0.8800000131130219,1.399999976158142,2.4700000286102295,0.71184057
Kunsági,growing_season_precip,14,374.4373,344.56249084472654,368.97808837890625,422.32203369140626,32.005352
Kunsági,hargreaves_pet,14,884.8432,879.3391845703125,882.3616027832031,891.7336791992187,5.5427713
Kunsági,heat_days_t35,14,9.153571,7.8199999809265135,8.75,11.044999980926516,1.2711993
Kunsági,huglin_index,14,2361.4856,2332.57177734375,2358.2257080078125,2404.057373046875,29.537857
Kunsági,last_spring_frost_doy,14,89.435715,83.36999893188477,89.0999984741211,93.87499694824218,4.930066
Kunsági,p_minus_pet,14,-510.4059,-547.5025085449219,-517.9794921875,-465.9726135253906,33.523643
Kunsági,spring_frost_days,14,12.182143,10.739999675750733,11.524999618530273,13.85499973297119,1.5148759
Kunsági,winkler_gdd,14,1779.796,1754.525341796875,1773.2979125976562,1815.2756958007812,27.372465
Mátrai,cool_night_index,14,11.327751,11.08036117553711,11.31867504119873,11.513492584228516,0.19193155
Mátrai,extreme_heat_days_t38,14,0.46071428,0.08000000230967999,0.4000000059604645,0.949999988079071,0.33921775
Mátrai,growing_season_precip,14,397.3333,360.0091613769531,394.2710876464844,441.89423828125,35.225784
Mátrai,hargreaves_pet,14,837.701,832.2134887695313,836.5926818847656,844.6406005859375,5.006238
Mátrai,heat_days_t35,14,4.3714285,3.715000033378601,4.25,5.675000095367432,0.8523078
Mátrai,huglin_index,14,2158.3518,2129.75185546875,2160.6046142578125,2192.91953125,27.165133
Mátrai,last_spring_frost_doy,14,99.11072,94.38000106811523,98.60000228881836,103.88999938964844,4.6682725
Mátrai,p_minus_pet,14,-440.36765,-484.41632690429685,-437.95323181152344,-401.2281982421875,36.643703
Mátrai,spring_frost_days,14,17.678572,15.739999675750733,17.15000057220459,20.379999351501468,1.9150933
Mátrai,winkler_gdd,14,1584.463,1562.9846923828125,1576.1500244140625,1618.4663696289062,25.340593
Móri,cool_night_index,14,11.649885,11.369240188598633,11.649174690246582,11.903731727600098,0.21825963
Móri,extreme_heat_days_t38,14,0.25357145,0.01500000022351742,0.15000000596046448,0.6349999904632568,0.24609588
Móri,growing_season_precip,14,409.27914,366.2296936035156,408.8133544921875,455.5872283935547,32.00112
Móri,hargreaves_pet,14,790.0992,784.9401611328125,787.965576171875,797.3352783203125,5.0011754
Móri,heat_days_t35,14,2.9714284,2.215000033378601,2.850000023841858,4.32000002861023,0.9204335
Móri,huglin_index,14,2044.6254,2015.0587524414063,2043.2660522460938,2083.0454833984377,27.017466
Móri,last_spring_frost_doy,14,93.04643,86.87999801635742,93.0250015258789,96.93000259399415,5.3230076
Móri,p_minus_pet,14,-380.82007,-426.0348327636719,-380.6299133300781,-337.1965667724609,33.51517
Móri,spring_frost_days,14,13.446428,11.574999809265137,13.25,14.934999752044678,1.9871185
Móri,winkler_gdd,14,1537.0358,1515.722607421875,1531.7811279296875,1570.0157348632813,25.536715
Nagy-Somlói,cool_night_index,14,11.634928,11.3931396484375,11.598024845123291,11.88616886138916,0.2114758
Nagy-Somlói,extreme_heat_days_t38,14,0.68214285,0.2650000035762787,0.6749999821186066,1.1349999904632568,0.3920396
Nagy-Somlói,growing_season_precip,14,439.5185,395.59630432128904,440.0688171386719,476.87269897460936,36.92882
Nagy-Somlói,hargreaves_pet,14,831.11755,825.6757385253907,829.4024658203125,838.4397827148438,5.0758867
Nagy-Somlói,heat_days_t35,14,4.982143,3.8950000047683715,4.799999952316284,6.314999866485596,1.0762483
Nagy-Somlói,huglin_index,14,2177.765,2150.6699951171877,2179.4847412109375,2217.364306640625,26.712545
Nagy-Somlói,last_spring_frost_doy,14,90.34643,84.89500198364257,89.54999923706055,97.7400016784668,7.425281
Nagy-Somlói,p_minus_pet,14,-391.59906,-434.959521484375,-386.6728057861328,-356.4970275878906,38.5149
Nagy-Somlói,spring_frost_days,14,10.571428,8.625000190734863,10.699999809265137,12.36500005722046,2.036278
Nagy-Somlói,winkler_gdd,14,1636.3844,1609.6464965820312,1630.9332275390625,1665.8325805664062,25.701178
Neszmélyi,cool_night_index,14,11.022487,10.755139350891113,11.021054744720459,11.261291313171387,0.20977248
Neszmélyi,extreme_heat_days_t38,14,0.6321429,0.25,0.5250000059604645,1.2750000238418582,0.42363226
Neszmélyi,growing_season_precip,14,399.1497,359.2780059814453,395.20265197753906,451.733154296875,34.68217
Neszmélyi,hargreaves_pet,14,829.75696,824.0967956542969,828.3902282714844,837.6895629882813,5.2157125
Neszmélyi,heat_days_t35,14,4.5785713,3.525000047683716,4.424999952316284,5.889999961853028,1.1154017
Neszmélyi,huglin_index,14,2132.5435,2101.8230224609374,2133.26708984375,2168.5070556640626,28.479603
