variety,mean,p10,p50,p90,std
Hárslevelű,0.83169305,0.5501937210559845,0.8987800478935242,0.9916034936904907,0.2216514
Zéta,0.83169305,0.5501937210559845,0.8987800478935242,0.9916034936904907,0.2216514
Kövérszőlő,0.83169305,0.5501937210559845,0.8987800478935242,0.9916034936904907,0.2216514
Kabar,0.83169305,0.5501937210559845,0.8987800478935242,0.9916034936904907,0.2216514
Merlot,0.8302707,0.5382479012012482,0.8987800478935242,0.9916034936904907,0.22376509
Kadarka,0.8302707,0.5382479012012482,0.8987800478935242,0.9916034936904907,0.22376509
Albariño,0.8287453,0.457706019282341,0.9454775154590607,0.9973729848861694,0.25853637
Touriga Nacional,0.8010429,0.5027837932109833,0.86189004778862,0.9792565107345581,0.1886928
Cabernet franc,0.7290733,0.3929596602916718,0.6756886839866638,0.9936541795730591,0.25759506
Sárgamuskotály,0.7070496,0.29939916729927063,0.6808606088161469,0.9944681644439698,0.28432548
Juhfark,0.7038402,0.29939916729927063,0.6756886839866638,0.9916034936904907,0.2823931
Arany sárfehér,0.6784691,0.33050247728824617,0.6408418715000153,0.9539130210876465,0.2544706
Bianca,0.6749,0.33050247728824617,0.6400646865367889,0.9376956224441528,0.25075522
Vulcanus,0.6739572,0.28600597679615025,0.6413695812225342,0.9655883491039277,0.26817214
Zefír,0.6739572,0.28600597679615025,0.6413695812225342,0.9655883491039277,0.26817214
Auxerrois,0.6739572,0.28600597679615025,0.6413695812225342,0.9655883491039277,0.26817214
Zeus,0.6739572,0.28600597679615025,0.6413695812225342,0.9655883491039277,0.26817214
Nektár,0.6739572,0.28600597679615025,0.6413695812225342,0.9655883491039277,0.26817214
Kéknyelű,0.6611798,0.24900631010532379,0.6413695812225342,0.9640098094940186,0.27992153
Kékfrankos,0.65979797,0.24900631010532379,0.6408418715000153,0.955499279499054,0.27837592
Zweigelt,0.65979797,0.24900631010532379,0.6408418715000153,0.955499279499054,0.27837592
Cabernet Cortis,0.65979797,0.24900631010532379,0.6408418715000153,0.955499279499054,0.27837592
Portugieser,0.65979797,0.24900631010532379,0.6408418715000153,0.955499279499054,0.27837592
Olaszrizling,0.65979797,0.24900631010532379,0.6408418715000153,0.955499279499054,0.27837592
Chardonnay,0.65468574,0.24900631010532379,0.6400646865367889,0.9376956224441528,0.27353263
Aglianico,0.65101725,0.2219716712832451,0.7468323409557343,0.9252844274044036,0.27561077
Cirfandli,0.61796033,0.12205286696553232,0.6403653025627136,0.9539130210876465,0.3134317
Zalagyöngye,0.6118298,0.228525884449482,0.5815647840499878,0.8961528778076172,0.26612866
Carignan,0.60945165,0.1664787545800209,0.740687370300293,0.9324582040309907,0.30715296
Garnacha,0.60945165,0.1664787545800209,0.740687370300293,0.9324582040309907,0.30715296
Ezerjó,0.6024083,0.19861345291137694,0.5815647840499878,0.9011525392532349,0.27712452
Generosa,0.6012022,0.19861345291137694,0.5815647840499878,0.8904461085796356,0.2753149
Cserszegi fűszeres,0.6012022,0.19861345291137694,0.5815647840499878,0.8904461085796356,0.2753149
Rózsakő,0.5932015,0.17336146533489227,0.5722422301769257,0.9030649244785309,0.28494298
Királyleányka,0.5703364,0.10037785992026331,0.5789120197296143,0.9030649244785309,0.30883083
Budai zöld,0.5703364,0.10037785992026331,0.5789120197296143,0.9030649244785309,0.30883083
Leányka,0.5703364,0.10037785992026331,0.5789120197296143,0.9030649244785309,0.30883083
Sauvignon blanc,0.5676702,0.10037785992026331,0.5789120197296143,0.8904461085796356,0.3058632
Souvignier Gris,0.5676702,0.10037785992026331,0.5789120197296143,0.8904461085796356,0.3058632
Szürkebarát,0.5676702,0.10037785992026331,0.5789120197296143,0.8904461085796356,0.3058632
Chasselas,0.52892435,0.14859554469585418,0.4904933571815491,0.8519206821918488,0.26672867
Zöld veltelíni,0.36472315,0.05162833482027055,0.3252270668745041,0.6389405071735382,0.22631823
Pinot blanc,0.36472315,0.05162833482027055,0.3252270668745041,0.6389405071735382,0.22631823
Tramini,0.32993603,0.0,0.2980352193117142,0.6389405071735382,0.24898234
Muscat ottonel,0.32993603,0.0,0.2980352193117142,0.6389405071735382,0.24898234
Rajnai rizling,0.32993603,0.0,0.2980352193117142,0.6389405071735382,0.24898234
Pinot noir,0.32993603,0.0,0.2980352193117142,0.6389405071735382,0.24898234
Irsai Olivér,0.32152963,0.0,0.28174421191215515,0.6389405071735382,0.24913882
Müller-Thurgau,0.32152963,0.0,0.28174421191215515,0.6389405071735382,0.24913882
Rizlingszilváni,0.32152963,0.0,0.28174421191215515,0.6389405071735382,0.24913882
Johanniter,0.3210879,0.0,0.28174421191215515,0.6385595321655273,0.2484472
Muscaris,0.3210879,0.0,0.28174421191215515,0.6385595321655273,0.2484472
Solaris,0.26366258,0.0,0.2177872434258461,0.5542606055736542,0.21657276
Bronner,0.26366258,0.0,0.2177872434258461,0.5542606055736542,0.21657276
Mourvèdre,0.037018083,0.0,0.0,0.0,0.14151344
Nero d'Avola,0.010820769,0.0,0.0,0.0,0.068173714
