borvidek,index,n_members,mean,p10,p50,p90,std
Badacsonyi,cool_night_index,14,10.927393,10.927392959594727,10.927392959594727,10.927392959594727,0.0
Badacsonyi,extreme_heat_days_t38,14,0.0,0.0,0.0,0.0,0.0
Badacsonyi,growing_season_precip,14,464.72086,464.7208251953125,464.7208251953125,464.7208251953125,0.0
Badacsonyi,hargreaves_pet,14,760.2218,760.2218017578125,760.2218017578125,760.2218017578125,0.0
Badacsonyi,heat_days_t35,14,0.7333333,0.7333333492279053,0.7333333492279053,0.7333333492279053,0.0
Badacsonyi,huglin_index,14,1908.5001,1908.5001220703125,1908.5001220703125,1908.5001220703125,0.0
Badacsonyi,last_spring_frost_doy,14,95.23333,95.23332977294922,95.23332977294922,95.23332977294922,0.0
Badacsonyi,p_minus_pet,14,-295.501,-295.5010070800781,-295.5010070800781,-295.5010070800781,0.0
Badacsonyi,spring_frost_days,14,13.033334,13.033333778381348,13.033333778381348,13.033333778381348,0.0
Badacsonyi,winkler_gdd,14,1421.2819,1421.28173828125,1421.28173828125,1421.28173828125,0.0
Balatonboglári,cool_night_index,14,11.220848,11.220848083496094,11.220848083496094,11.220848083496094,0.0
Balatonboglári,extreme_heat_days_t38,14,0.06666667,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.0
Balatonboglári,growing_season_precip,14,448.95474,448.9547119140625,448.9547119140625,448.9547119140625,0.0
Balatonboglári,hargreaves_pet,14,811.4515,811.451416015625,811.451416015625,811.451416015625,0.0
Balatonboglári,heat_days_t35,14,1.7666667,1.7666666507720947,1.7666666507720947,1.7666666507720947,0.0
Balatonboglári,huglin_index,14,2111.9016,2111.901611328125,2111.901611328125,2111.901611328125,0.0
Balatonboglári,last_spring_frost_doy,14,94.4,94.4000015258789,94.4000015258789,94.4000015258789,0.0
Balatonboglári,p_minus_pet,14,-362.49673,-362.4967346191406,-362.4967346191406,-362.4967346191406,0.0
Balatonboglári,spring_frost_days,14,11.1,11.100000381469727,11.100000381469727,11.100000381469727,0.0
Balatonboglári,winkler_gdd,14,1586.0974,1586.097412109375,1586.097412109375,1586.097412109375,0.0
Balatonfelvidéki,cool_night_index,14,11.277602,11.277602195739746,11.277602195739746,11.277602195739746,0.0
Balatonfelvidéki,extreme_heat_days_t38,14,0.06666667,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.0
Balatonfelvidéki,growing_season_precip,14,467.97144,467.971435546875,467.971435546875,467.971435546875,0.0
Balatonfelvidéki,hargreaves_pet,14,766.7961,766.7960815429688,766.7960815429688,766.7960815429688,0.0
Balatonfelvidéki,heat_days_t35,14,1.1333333,1.1333333253860474,1.1333333253860474,1.1333333253860474,0.0
Balatonfelvidéki,huglin_index,14,1975.638,1975.637939453125,1975.637939453125,1975.637939453125,0.0
Balatonfelvidéki,last_spring_frost_doy,14,93.566666,93.56666564941406,93.56666564941406,93.56666564941406,0.0
Balatonfelvidéki,p_minus_pet,14,-298.82465,-298.82464599609375,-298.82464599609375,-298.82464599609375,0.0
Balatonfelvidéki,spring_frost_days,14,10.8,10.800000190734863,10.800000190734863,10.800000190734863,0.0
Balatonfelvidéki,winkler_gdd,14,1488.7279,1488.72802734375,1488.72802734375,1488.72802734375,0.0
Balatonfüred-Csopaki,cool_night_index,14,11.657547,11.657546997070312,11.657546997070312,11.657546997070312,0.0
Balatonfüred-Csopaki,extreme_heat_days_t38,14,0.06666667,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.0
Balatonfüred-Csopaki,growing_season_precip,14,399.42416,399.4241943359375,399.4241943359375,399.4241943359375,0.0
Balatonfüred-Csopaki,hargreaves_pet,14,786.00116,786.0011596679688,786.0011596679688,786.0011596679688,0.0
Balatonfüred-Csopaki,heat_days_t35,14,1.8666667,1.8666666746139526,1.8666666746139526,1.8666666746139526,0.0
Balatonfüred-Csopaki,huglin_index,14,2120.2693,2120.269287109375,2120.269287109375,2120.269287109375,0.0
Balatonfüred-Csopaki,last_spring_frost_doy,14,86.96667,86.96666717529297,86.96666717529297,86.96666717529297,0.0
Balatonfüred-Csopaki,p_minus_pet,14,-386.57693,-386.5769348144531,-386.5769348144531,-386.5769348144531,0.0
Balatonfüred-Csopaki,spring_frost_days,14,9.166667,9.166666984558105,9.166666984558105,9.166666984558105,0.0
Balatonfüred-Csopaki,winkler_gdd,14,1625.8528,1625.852783203125,1625.852783203125,1625.852783203125,0.0
Bükki,cool_night_index,14,10.636634,10.63663387298584,10.63663387298584,10.63663387298584,0.0
Bükki,extreme_heat_days_t38,14,0.0,0.0,0.0,0.0,0.0
Bükki,growing_season_precip,14,455.52692,455.52691650390625,455.52691650390625,455.52691650390625,0.0
Bükki,hargreaves_pet,14,758.12354,758.12353515625,758.12353515625,758.12353515625,0.0
Bükki,heat_days_t35,14,0.6333333,0.6333333253860474,0.6333333253860474,0.6333333253860474,0.0
Bükki,huglin_index,14,1924.5559,1924.555908203125,1924.555908203125,1924.555908203125,0.0
Bükki,last_spring_frost_doy,14,98.566666,98.56666564941406,98.56666564941406,98.56666564941406,0.0
Bükki,p_minus_pet,14,-302.5966,-302.5965881347656,-302.5965881347656,-302.5965881347656,0.0
Bükki,spring_frost_days,14,16.633333,16.633333206176758,16.633333206176758,16.633333206176758,0.0
Bükki,winkler_gdd,14,1409.1335,1409.133544921875,1409.133544921875,1409.133544921875,0.0
