borvidek,horizon_label,period,scenario,emissions_level,rank,variety,variety_en,colour,future_suitability,delta_vs_1991_2020,confidence,limiting_factor,status,huglin_mean,winkler_mean
Soproni,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.585,medium,huglin,new,2248.0,1720.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Merlot,Merlot,red,1.0,0.07,high,huglin,expand,2061.0,1589.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,new,2061.0,1589.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2061.0,1589.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2061.0,1589.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.962,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.962,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.614,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.585,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2460.0,1982.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2460.0,1982.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2460.0,1982.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.975,medium,huglin,new,2460.0,1982.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.962,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.962,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.614,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.585,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2673.0,2178.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2673.0,2178.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2673.0,2178.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.975,medium,huglin,new,2673.0,2178.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,1,Sangiovese,Sangiovese,red,0.925,0.207,high,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,2,Vermentino,Vermentino,white,0.925,0.207,medium,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,3,Fiano,Fiano,white,0.925,0.207,medium,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,4,Verdejo,Verdejo,white,0.925,0.207,medium,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,0.973,0.468,high,frost,expand,2367.0,1774.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,2,Syrah,Syrah,red,0.973,0.468,high,frost,expand,2367.0,1774.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,3,Sangiovese,Sangiovese,red,1.0,0.282,high,huglin,new,2367.0,1774.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,4,Merlot,Merlot,red,0.973,0.3,high,frost,expand,2367.0,1774.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,0.941,0.436,medium,frost,new,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Syrah,Syrah,red,0.856,0.351,high,heat,expand,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Tempranillo,Tempranillo,red,0.856,0.351,medium,heat,new,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Aglianico,Aglianico,red,0.856,0.351,medium,heat,new,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.495,high,huglin,expand,2331.0,1805.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Syrah,Syrah,red,1.0,0.495,high,huglin,expand,2331.0,1805.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Merlot,Merlot,red,1.0,0.327,high,huglin,expand,2331.0,1805.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Tempranillo,Tempranillo,red,1.0,0.495,medium,huglin,new,2331.0,1805.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,0.931,medium,huglin,new,2556.0,1990.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Nero d'Avola,Nero d'Avola,red,1.0,0.931,medium,huglin,new,2556.0,1990.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Garnacha,Grenache,red,1.0,0.763,medium,huglin,new,2556.0,1990.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Assyrtiko,Assyrtiko,white,1.0,0.664,medium,huglin,new,2556.0,1990.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,0.903,0.834,medium,heat,new,2744.0,2225.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,0.903,0.834,medium,heat,new,2744.0,2225.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Garnacha,Grenache,red,0.903,0.666,medium,heat,new,2744.0,2225.0
Szekszárdi,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,0.903,0.566,medium,heat,new,2744.0,2225.0
Szekszárdi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,0.931,medium,huglin,new,2635.0,2045.0
Szekszárdi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Nero d'Avola,Nero d'Avola,red,1.0,0.931,medium,huglin,new,2635.0,2045.0
Szekszárdi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Garnacha,Grenache,red,1.0,0.763,medium,huglin,new,2635.0,2045.0
Szekszárdi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.495,high,huglin,expand,2635.0,2045.0
Tokaji,Near term (2021–2040),2021-2040,rcp45,moderate,1,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,new,2192.0,1644.0
Tokaji,Near term (2021–2040),2021-2040,rcp45,moderate,2,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2192.0,1644.0
Tokaji,Near term (2021–2040),2021-2040,rcp45,moderate,3,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2192.0,1644.0
Tokaji,Near term (2021–2040),2021-2040,rcp45,moderate,4,Müller-Thurgau,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2192.0,1644.0
Tokaji,Near term (2021–2040),2021-2040,rcp85,high,1,Merlot,Merlot,red,1.0,0.273,high,huglin,new,2141.0,1617.0
Tokaji,Near term (2021–2040),2021-2040,rcp85,high,2,Furmint,Furmint,white,1.0,0.273,medium,huglin,expand,2141.0,1617.0
Tokaji,Near term (2021–2040),2021-2040,rcp85,high,3,Hárslevelű,Harslevelu,white,1.0,0.273,medium,huglin,expand,2141.0,1617.0
Tokaji,Near term (2021–2040),2021-2040,rcp85,high,4,Kadarka,Kadarka,red,1.0,0.273,medium,huglin,new,2141.0,1617.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,0.964,0.847,medium,frost,new,2294.0,1766.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Aglianico,Aglianico,red,0.964,0.847,medium,frost,new,2294.0,1766.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,0.964,0.418,high,frost,new,2294.0,1766.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Syrah,Syrah,red,0.964,0.418,high,frost,new,2294.0,1766.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.455,high,huglin,new,2157.0,1692.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Syrah,Syrah,red,1.0,0.455,high,huglin,new,2157.0,1692.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Tempranillo,Tempranillo,red,1.0,0.611,medium,huglin,new,2157.0,1692.0
Tokaji,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Merlot,Merlot,red,1.0,0.273,high,huglin,new,2157.0,1692.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.884,medium,huglin,new,2365.0,1848.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.884,medium,huglin,new,2365.0,1848.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.455,high,huglin,new,2365.0,1848.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.455,high,huglin,new,2365.0,1848.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2521.0,2051.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2521.0,2051.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2521.0,2051.0
Tokaji,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.923,medium,huglin,new,2521.0,2051.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.884,medium,huglin,new,2449.0,1912.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.884,medium,huglin,new,2449.0,1912.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.455,high,huglin,new,2449.0,1912.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.455,high,huglin,new,2449.0,1912.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2749.0,2268.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2749.0,2268.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2749.0,2268.0
Tokaji,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.923,medium,huglin,new,2749.0,2268.0
Tolnai,Near term (2021–2040),2021-2040,rcp45,moderate,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.4,high,huglin,expand,2346.0,1765.0
Tolnai,Near term (2021–2040),2021-2040,rcp45,moderate,2,Syrah,Syrah,red,1.0,0.4,high,huglin,new,2346.0,1765.0
Tolnai,Near term (2021–2040),2021-2040,rcp45,moderate,3,Touriga Nacional,Touriga Nacional,red,1.0,0.496,medium,huglin,new,2346.0,1765.0
Tolnai,Near term (2021–2040),2021-2040,rcp45,moderate,4,Aglianico,Aglianico,red,1.0,0.496,medium,huglin,new,2346.0,1765.0
Tolnai,Near term (2021–2040),2021-2040,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.4,high,huglin,expand,2300.0,1735.0
Tolnai,Near term (2021–2040),2021-2040,rcp85,high,2,Syrah,Syrah,red,1.0,0.4,high,huglin,new,2300.0,1735.0
Tolnai,Near term (2021–2040),2021-2040,rcp85,high,3,Touriga Nacional,Touriga Nacional,red,1.0,0.496,medium,huglin,new,2300.0,1735.0
Tolnai,Near term (2021–2040),2021-2040,rcp85,high,4,Aglianico,Aglianico,red,1.0,0.496,medium,huglin,new,2300.0,1735.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.4,high,huglin,expand,2430.0,1871.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Syrah,Syrah,red,1.0,0.4,high,huglin,new,2430.0,1871.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Touriga Nacional,Touriga Nacional,red,1.0,0.496,medium,huglin,new,2430.0,1871.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Aglianico,Aglianico,red,1.0,0.496,medium,huglin,new,2430.0,1871.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.4,high,huglin,expand,2250.0,1756.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Syrah,Syrah,red,1.0,0.4,high,huglin,new,2250.0,1756.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Touriga Nacional,Touriga Nacional,red,1.0,0.496,medium,huglin,new,2250.0,1756.0
Tolnai,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Aglianico,Aglianico,red,1.0,0.496,medium,huglin,new,2250.0,1756.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.4,high,huglin,expand,2479.0,1940.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Syrah,Syrah,red,1.0,0.4,high,huglin,new,2479.0,1940.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Touriga Nacional,Touriga Nacional,red,1.0,0.496,medium,huglin,new,2479.0,1940.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Aglianico,Aglianico,red,1.0,0.496,medium,huglin,new,2479.0,1940.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2665.0,2174.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2665.0,2174.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Garnacha,Grenache,red,1.0,0.864,medium,huglin,new,2665.0,2174.0
Tolnai,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Carignan,Carignan / Mazuelo,red,1.0,0.864,low,huglin,new,2665.0,2174.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2565.0,2001.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2565.0,2001.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Garnacha,Grenache,red,1.0,0.864,medium,huglin,new,2565.0,2001.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Carignan,Carignan / Mazuelo,red,1.0,0.864,low,huglin,new,2565.0,2001.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,0.758,0.758,medium,heat,new,2869.0,2362.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,0.758,0.758,medium,heat,new,2869.0,2362.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Garnacha,Grenache,red,0.758,0.623,medium,heat,new,2869.0,2362.0
Tolnai,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Carignan,Carignan / Mazuelo,red,0.758,0.623,low,heat,new,2869.0,2362.0
Villányi,Near term (2021–2040),2021-2040,rcp45,moderate,1,Sangiovese,Sangiovese,red,1.0,0.25,high,huglin,new,2335.0,1781.0
Villányi,Near term (2021–2040),2021-2040,rcp45,moderate,2,Cabernet sauvignon,Cabernet Sauvignon,red,0.964,0.373,high,frost,expand,2335.0,1781.0
Villányi,Near term (2021–2040),2021-2040,rcp45,moderate,3,Syrah,Syrah,red,0.964,0.373,high,frost,new,2335.0,1781.0
Villányi,Near term (2021–2040),2021-2040,rcp45,moderate,4,Touriga Nacional,Touriga Nacional,red,0.964,0.483,medium,frost,new,2335.0,1781.0
Villányi,Near term (2021–2040),2021-2040,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.409,high,huglin,expand,2285.0,1743.0
Villányi,Near term (2021–2040),2021-2040,rcp85,high,2,Syrah,Syrah,red,1.0,0.409,high,huglin,new,2285.0,1743.0
Villányi,Near term (2021–2040),2021-2040,rcp85,high,3,Touriga Nacional,Touriga Nacional,red,1.0,0.52,medium,huglin,new,2285.0,1743.0
Villányi,Near term (2021–2040),2021-2040,rcp85,high,4,Aglianico,Aglianico,red,1.0,0.52,medium,huglin,new,2285.0,1743.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.409,high,huglin,expand,2416.0,1885.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Syrah,Syrah,red,1.0,0.409,high,huglin,new,2416.0,1885.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Touriga Nacional,Touriga Nacional,red,1.0,0.52,medium,huglin,new,2416.0,1885.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Aglianico,Aglianico,red,1.0,0.52,medium,huglin,new,2416.0,1885.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.409,high,huglin,expand,2249.0,1774.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Syrah,Syrah,red,1.0,0.409,high,huglin,new,2249.0,1774.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Touriga Nacional,Touriga Nacional,red,1.0,0.52,medium,huglin,new,2249.0,1774.0
Villányi,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Aglianico,Aglianico,red,1.0,0.52,medium,huglin,new,2249.0,1774.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2461.0,1952.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2461.0,1952.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Garnacha,Grenache,red,1.0,0.877,medium,huglin,new,2461.0,1952.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Assyrtiko,Assyrtiko,white,1.0,0.68,medium,huglin,new,2461.0,1952.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2661.0,2198.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2661.0,2198.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Garnacha,Grenache,red,1.0,0.877,medium,huglin,new,2661.0,2198.0
Villányi,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.68,medium,huglin,new,2661.0,2198.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2542.0,2010.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2542.0,2010.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Garnacha,Grenache,red,1.0,0.877,medium,huglin,new,2542.0,2010.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Assyrtiko,Assyrtiko,white,1.0,0.68,medium,huglin,new,2542.0,2010.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,0.847,0.847,medium,heat,new,2849.0,2371.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,0.847,0.847,medium,heat,new,2849.0,2371.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Garnacha,Grenache,red,0.847,0.724,medium,heat,new,2849.0,2371.0
Villányi,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Assyrtiko,Assyrtiko,white,0.847,0.527,medium,heat,new,2849.0,2371.0
Zalai,Near term (2021–2040),2021-2040,rcp45,moderate,1,Merlot,Merlot,red,1.0,0.058,high,huglin,new,2201.0,1655.0
Zalai,Near term (2021–2040),2021-2040,rcp45,moderate,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,expand,2201.0,1655.0
Zalai,Near term (2021–2040),2021-2040,rcp45,moderate,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2201.0,1655.0
Zalai,Near term (2021–2040),2021-2040,rcp45,moderate,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2201.0,1655.0
Zalai,Near term (2021–2040),2021-2040,rcp85,high,1,Merlot,Merlot,red,1.0,0.058,high,huglin,new,2142.0,1606.0
Zalai,Near term (2021–2040),2021-2040,rcp85,high,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,expand,2142.0,1606.0
Zalai,Near term (2021–2040),2021-2040,rcp85,high,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2142.0,1606.0
Zalai,Near term (2021–2040),2021-2040,rcp85,high,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2142.0,1606.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.896,medium,huglin,new,2264.0,1740.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.896,medium,huglin,new,2264.0,1740.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.543,medium,huglin,new,2264.0,1740.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.515,medium,huglin,new,2264.0,1740.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Merlot,Merlot,red,1.0,0.058,high,huglin,new,2089.0,1618.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,expand,2089.0,1618.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2089.0,1618.0
Zalai,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2089.0,1618.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.896,medium,huglin,new,2306.0,1792.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.896,medium,huglin,new,2306.0,1792.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.543,medium,huglin,new,2306.0,1792.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.515,medium,huglin,new,2306.0,1792.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2494.0,2016.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2494.0,2016.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2494.0,2016.0
Zalai,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.931,medium,huglin,new,2494.0,2016.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.896,medium,huglin,new,2388.0,1845.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.896,medium,huglin,new,2388.0,1845.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.543,medium,huglin,new,2388.0,1845.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.515,medium,huglin,new,2388.0,1845.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2705.0,2210.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2705.0,2210.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2705.0,2210.0
Zalai,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.931,medium,huglin,new,2705.0,2210.0
